Cruciani_1,Cruciani_2,Cruciani_3,Instability_Index,Boman_Index,Hydrophobicity_Eisenberg,Hydrophobic_Moment,Aliphatic_Index,Isoelectric_Point_Lehninger,Charge_pH7.4_Lehninger,Freq_Tiny,Freq_Small,Freq_Aliphatic,Freq_Aromatic,Freq_Non_polar,Freq_Polar,Freq_Charged,Freq_Basic,Freq_Acidic,anomaly_score,anomaly
0.384375,0.2425,0.631042,249.64375,8.5475,-1.3575,0.720857,2.083333,12.578396,27.027337,0.25,0.270833,0.020833,0.125,0.3125,0.6875,0.604167,0.604167,0.0,-0.15228471327467663,-1
0.295714,0.103214,0.797143,246.489286,9.548571,-1.5,0.431456,7.142857,13.710493,18.033043,0.321429,0.321429,0.071429,0.035714,0.285714,0.714286,0.678571,0.678571,0.0,-0.1505541029991142,-1
0.4,0.172353,0.628235,295.776471,9.466765,-1.484118,0.710157,31.470588,13.457765,19.995439,0.176471,0.323529,0.147059,0.0,0.205882,0.794118,0.647059,0.617647,0.029412,-0.15009121360446365,-1
0.38898,0.176939,0.666327,246.920408,8.68449,-1.348367,0.564237,10.0,12.805095,27.45508,0.285714,0.306122,0.061224,0.102041,0.285714,0.714286,0.591837,0.591837,0.0,-0.14945006353730317,-1
0.375106,0.248511,0.672766,252.370213,9.01234,-1.450638,0.699913,8.297872,12.57085,27.707235,0.276596,0.297872,0.042553,0.06383,0.319149,0.680851,0.617021,0.617021,0.0,-0.14868104184228426,-1
0.341471,0.197059,0.649706,288.585294,9.141765,-1.435,0.770135,34.411765,13.457863,20.992598,0.176471,0.323529,0.176471,0.029412,0.264706,0.735294,0.617647,0.617647,0.0,-0.1478635530652722,-1
0.286875,0.132812,0.714687,313.146875,9.006563,-1.436562,0.665604,12.1875,13.735599,19.994007,0.21875,0.34375,0.0625,0.0,0.28125,0.71875,0.625,0.625,0.0,-0.14752929323511443,-1
0.393125,0.229167,0.629792,237.679167,8.712292,-1.387083,0.699913,8.125,12.543093,26.847446,0.270833,0.291667,0.041667,0.083333,0.3125,0.6875,0.583333,0.583333,0.0,-0.14730560946107885,-1
0.357143,0.201837,0.646327,253.163265,8.724694,-1.393061,0.68546,13.877551,12.631696,27.709368,0.285714,0.326531,0.061224,0.040816,0.306122,0.693878,0.591837,0.591837,0.0,-0.14639983709912663,-1
0.273143,0.205429,0.668571,305.525714,8.936857,-1.391714,0.793761,44.571429,13.802254,21.994723,0.171429,0.314286,0.2,0.0,0.285714,0.714286,0.628571,0.628571,0.0,-0.1463258258088751,-1
-0.662,0.142,-0.286,103.96,-2.046,0.66,0.454824,78.0,6.015,-0.005094,0.0,0.4,0.2,0.4,1.0,0.0,0.0,0.0,0.0,-0.1453114822095466,-1
0.356087,0.241087,0.658696,250.552174,8.823913,-1.41,0.673823,14.782609,12.605587,26.84958,0.26087,0.304348,0.065217,0.065217,0.326087,0.673913,0.608696,0.608696,0.0,-0.1434927375328644,-1
0.271429,0.194571,0.669714,311.028571,8.962,-1.400286,0.793761,41.714286,13.802254,21.994723,0.171429,0.342857,0.2,0.0,0.285714,0.714286,0.628571,0.628571,0.0,-0.14285010122003416,-1
0.4208,0.206,0.6596,161.984,7.516,-1.3252,0.694259,19.6,13.087438,15.990345,0.12,0.12,0.08,0.04,0.2,0.8,0.72,0.68,0.04,-0.14228534973516205,-1
0.544,-0.015,0.183,25.57,5.726,-0.973,0.175771,0.0,10.325629,2.990157,0.0,0.2,0.0,0.2,0.2,0.8,0.7,0.5,0.2,-0.1397976175250225,-1
0.334792,0.183542,0.653542,262.241667,8.577708,-1.358958,0.648994,14.166667,12.669468,26.851713,0.291667,0.354167,0.0625,0.041667,0.3125,0.6875,0.583333,0.583333,0.0,-0.1392460898542327,-1
0.593,-0.306,-0.316,63.16,6.049,-0.733,0.43639,0.0,3.706077,-3.003895,0.1,0.5,0.0,0.1,0.2,0.8,0.7,0.2,0.5,-0.1389785285191505,-1
0.351915,0.190426,0.655319,250.37234,8.492128,-1.344043,0.684969,12.553191,12.577621,25.849588,0.319149,0.319149,0.06383,0.06383,0.319149,0.680851,0.574468,0.574468,0.0,-0.13827394439720497,-1
0.421667,0.041667,-0.088333,-9.033333,5.293333,-0.763333,0.722848,0.0,7.092401,-0.004428,0.0,0.166667,0.0,0.166667,0.333333,0.666667,0.666667,0.333333,0.333333,-0.13697829888025692,-1
-0.86,-0.087,-0.243,105.3,-1.777,0.694,0.016092,39.0,6.015,-0.005094,0.1,0.6,0.2,0.4,1.0,0.0,0.0,0.0,0.0,-0.13632609055516542,-1
0.325714,0.189388,0.665918,233.908163,8.674082,-1.385306,0.68546,10.0,12.631696,27.709368,0.306122,0.346939,0.061224,0.040816,0.326531,0.673469,0.591837,0.591837,0.0,-0.13630959069913895,-1
0.314792,0.190833,0.645625,246.295833,8.480208,-1.349167,0.68546,14.166667,12.605405,26.709376,0.291667,0.354167,0.0625,0.041667,0.333333,0.666667,0.583333,0.583333,0.0,-0.13422217809794335,-1
-0.112,-0.784,0.418,-42.94,1.166,0.162,0.175964,0.0,6.015,-0.005094,1.0,1.0,0.0,0.0,0.4,0.6,0.0,0.0,0.0,-0.13035745271977284,-1
0.3375,0.205625,0.647083,243.933333,8.501458,-1.337292,0.642405,22.291667,12.669468,26.89,0.270833,0.3125,0.083333,0.0625,0.3125,0.6875,0.604167,0.604167,0.0,-0.12943584238959438,-1
-0.125,-0.1025,-0.365,99.275,0.82875,0.2775,0.125681,0.0,2.810538,-2.006872,0.125,0.375,0.0,0.375,0.75,0.25,0.25,0.0,0.25,-0.1285169076217446,-1
0.3456,0.2126,0.6402,201.438,8.2846,-1.3268,0.696812,11.8,12.481771,27.704369,0.3,0.3,0.06,0.08,0.34,0.66,0.58,0.58,0.0,-0.12643800545928896,-1
0.3652,0.2496,0.658,120.42,7.2352,-1.2968,0.678953,19.6,13.43851,16.989638,0.08,0.08,0.08,0.04,0.24,0.76,0.68,0.68,0.0,-0.12583284177657572,-1
0.322,0.1638,0.6182,225.388,8.2224,-1.294,0.611428,19.4,12.605405,26.709376,0.3,0.36,0.08,0.04,0.32,0.68,0.56,0.56,0.0,-0.1253476648422056,-1
0.3354,0.1846,0.6434,207.958,8.114,-1.2984,0.602213,13.6,12.578773,27.848107,0.28,0.32,0.06,0.06,0.32,0.68,0.58,0.58,0.0,-0.12371643412828048,-1
0.3572,0.2284,0.6584,120.42,6.8604,-1.2556,0.678953,19.6,13.38862,16.988905,0.08,0.08,0.08,0.04,0.24,0.76,0.68,0.68,0.0,-0.12232748081867684,-1
0.345,0.1674,0.5788,202.352,7.8688,-1.2474,0.847594,19.4,12.48165,25.706519,0.28,0.32,0.06,0.06,0.32,0.68,0.54,0.54,0.0,-0.12223615602115656,-1
0.3226,0.1806,0.5946,250.644,8.209,-1.2946,0.652259,27.2,12.669468,26.851713,0.26,0.32,0.1,0.04,0.32,0.68,0.56,0.56,0.0,-0.12181608406921829,-1
0.31,0.223958,0.627292,229.60625,8.309792,-1.31375,0.699913,22.291667,12.542887,26.707243,0.270833,0.3125,0.083333,0.0625,0.354167,0.645833,0.583333,0.583333,0.0,-0.12156964311315421,-1
-0.294,0.028,-0.436,79.28,0.3,0.3,0.283563,0.0,3.294999,-1.004386,0.0,0.4,0.0,0.4,0.8,0.2,0.2,0.0,0.2,-0.11999098851255274,-1
-0.668182,-0.47,-0.010909,111.527273,0.518182,0.070909,0.061782,0.0,6.015,-0.005094,0.090909,1.0,0.0,0.0,0.909091,0.090909,0.0,0.0,0.0,-0.11987021667471986,-1
-0.726667,0.105,-0.253333,79.9,-2.77,0.87,0.311834,113.333333,6.015,-0.005094,0.0,0.333333,0.333333,0.333333,1.0,0.0,0.0,0.0,0.0,-0.11918295287072289,-1
0.3414,0.155,0.5748,241.88,8.115,-1.2704,0.622428,27.2,12.710844,25.994058,0.26,0.32,0.1,0.04,0.3,0.7,0.54,0.54,0.0,-0.11845989460670847,-1
0.3858,0.0802,0.5398,203.012,7.668,-1.1926,0.843693,11.8,12.672944,23.173974,0.3,0.3,0.06,0.06,0.26,0.74,0.5,0.5,0.0,-0.11714230413270799,-1
0.3668,0.2076,0.6308,112.336,7.2948,-1.2812,0.702849,31.2,13.087438,15.989816,0.08,0.16,0.12,0.04,0.24,0.76,0.72,0.68,0.04,-0.11532242272909188,-1
0.3202,0.185,0.6068,233.462,8.1738,-1.2878,0.699913,19.4,12.542887,26.707243,0.28,0.34,0.08,0.06,0.34,0.66,0.56,0.56,0.0,-0.11396351687101425,-1
0.2956,0.2312,0.6856,112.716,6.9412,-1.238,0.678953,23.6,13.43851,16.989638,0.12,0.12,0.12,0.04,0.28,0.72,0.68,0.68,0.0,-0.11395709032278556,-1
0.3494,0.1324,0.5866,192.136,7.7628,-1.2156,0.736669,11.8,12.516591,24.989067,0.32,0.32,0.06,0.08,0.32,0.68,0.52,0.52,0.0,-0.11353789152878635,-1
-0.8825,-0.15375,-0.1375,32.825,-3.13375,0.83625,0.039249,182.5,6.015,-0.005094,0.125,0.375,0.5,0.125,1.0,0.0,0.0,0.0,0.0,-0.11288710657046253,-1
-0.43,0.405,-0.0625,-11.35,1.6525,0.1225,1.019472,0.0,11.085,0.994898,0.0,0.0,0.0,0.5,0.75,0.25,0.25,0.25,0.0,-0.11266597255354038,-1
0.229063,0.152813,0.590938,243.553125,8.023125,-1.22375,0.842068,54.6875,13.710493,18.033043,0.15625,0.3125,0.21875,0.03125,0.3125,0.6875,0.59375,0.59375,0.0,-0.11223109893880812,-1
0.3372,0.186,0.7012,102.312,7.0704,-1.248,0.683488,35.2,13.43851,16.989638,0.16,0.2,0.16,0.04,0.24,0.76,0.68,0.68,0.0,-0.11060383791280415,-1
0.3108,0.1534,0.6092,197.876,8.0406,-1.263,0.843506,13.8,12.577621,25.849588,0.32,0.34,0.08,0.06,0.34,0.66,0.54,0.54,0.0,-0.11054879010608143,-1
0.3372,0.186,0.7012,105.708,7.0704,-1.248,0.648135,35.2,13.43851,16.989638,0.16,0.2,0.16,0.04,0.24,0.76,0.68,0.68,0.0,-0.10928551209809301,-1
-0.908,-0.44,0.056,85.04,-1.682,0.634,0.278206,60.0,6.015,-0.005094,0.6,0.8,0.6,0.2,1.0,0.0,0.0,0.0,0.0,-0.10871180879904385,-1
0.345,-0.578333,-0.2825,53.508333,3.951667,-0.2625,0.18311,24.166667,3.285047,-4.964859,0.25,0.666667,0.083333,0.083333,0.25,0.75,0.5,0.083333,0.416667,-0.10812497851256575,-1
0.625833,-0.489792,0.045625,14.685417,5.616042,-0.606667,0.290912,8.125,8.934514,0.852561,0.083333,0.895833,0.020833,0.041667,0.104167,0.895833,0.020833,0.020833,0.0,-0.10810705046072211,-1
0.2812,0.1944,0.6808,102.312,6.806,-1.2028,0.738405,46.8,13.43851,16.989638,0.12,0.2,0.2,0.04,0.28,0.72,0.68,0.68,0.0,-0.10742661927196284,-1
0.303,0.1244,0.6008,197.876,7.8102,-1.216,0.843506,13.8,12.547732,24.849596,0.34,0.36,0.08,0.06,0.34,0.66,0.52,0.52,0.0,-0.10708614732084865,-1
0.2898,0.1432,0.597,204.82,7.924,-1.241,0.611428,19.4,12.577422,25.709385,0.3,0.38,0.08,0.04,0.34,0.66,0.54,0.54,0.0,-0.10678141125679563,-1
-0.14,0.39,0.0325,98.5,2.4325,-0.11,0.788934,0.0,9.87773,0.992765,0.0,0.0,0.0,0.5,0.75,0.25,0.25,0.25,0.0,-0.10576425635264408,-1
-0.718333,0.046667,-0.261667,53.583333,-2.378333,0.73,0.276136,113.333333,6.015,-0.005094,0.0,0.5,0.333333,0.333333,1.0,0.0,0.0,0.0,0.0,-0.10540350566500722,-1
-0.75,-0.198571,-0.158571,-3.557143,-3.195714,0.928571,0.153346,235.714286,6.015,-0.005094,0.142857,0.571429,0.714286,0.142857,0.857143,0.142857,0.0,0.0,0.0,-0.10397342196782433,-1
0.33875,0.0635,0.52425,215.91,7.40825,-1.12325,0.639287,19.5,13.150056,18.145003,0.175,0.325,0.1,0.125,0.25,0.75,0.6,0.575,0.025,-0.10332584425606073,-1
0.34025,0.05475,0.524,214.025,7.456,-1.12725,0.639287,19.5,13.150056,18.144474,0.175,0.35,0.1,0.125,0.25,0.75,0.6,0.575,0.025,-0.10291943250877467,-1
0.298,0.1844,0.638,94.112,6.6008,-1.1764,0.739216,19.6,13.387946,15.989646,0.12,0.12,0.08,0.04,0.28,0.72,0.64,0.64,0.0,-0.10150218808154243,-1
0.411667,-0.415,-0.295,44.533333,4.234167,-0.446667,0.291544,40.833333,4.076169,-3.964011,0.083333,0.333333,0.166667,0.083333,0.25,0.75,0.583333,0.166667,0.416667,-0.09743325042074669,-1
-0.56,-0.91,0.46,-4.1,-0.0625,0.3475,0.17191,0.0,6.015,-0.005094,1.0,1.0,0.0,0.0,0.75,0.25,0.0,0.0,0.0,-0.09615221581258004,-1
-0.085,-0.615417,0.3125,106.2375,1.302083,0.040417,0.119204,8.333333,6.593944,-1.105501,0.833333,0.958333,0.083333,0.041667,0.5,0.5,0.041667,0.041667,0.0,-0.09536024414833943,-1
0.2475,-0.0775,0.5725,-30.2,5.76,-0.99,0.336825,0.0,11.539912,1.994157,0.25,0.5,0.0,0.0,0.25,0.75,0.5,0.5,0.0,-0.09429923517704852,-1
0.299375,-0.136875,0.16875,-13.04375,3.784375,-0.35,0.277516,18.125,10.106017,1.262341,0.0625,0.25,0.0625,0.5,0.25,0.75,0.625,0.5625,0.0625,-0.09372304153416422,-1
-0.72875,-0.4625,0.135,8.75,-2.3875,0.6875,0.144104,195.0,6.015,-0.005094,0.5,0.5,0.5,0.0,0.875,0.125,0.0,0.0,0.0,-0.09249240139728865,-1
0.228919,0.20973,0.509189,79.762162,5.387838,-0.942432,0.846842,52.702703,13.140486,20.987374,0.054054,0.081081,0.135135,0.081081,0.351351,0.648649,0.621622,0.594595,0.027027,-0.09213916640811792,-1
0.346667,-0.253333,-0.073333,92.233333,3.87,-0.485556,0.386167,0.0,5.328409,-0.966696,0.111111,0.333333,0.0,0.222222,0.333333,0.666667,0.666667,0.333333,0.333333,-0.09103085488370855,-1
0.042308,-0.372308,-0.330769,101.138462,2.796923,-0.157692,0.152107,104.615385,3.524346,-4.002094,0.076923,0.461538,0.307692,0.0,0.461538,0.538462,0.461538,0.076923,0.384615,-0.08937266737991967,-1
-0.664118,-0.528824,0.205294,-10.564706,-1.414118,0.536471,0.454666,155.294118,10.11,0.994166,0.529412,0.705882,0.647059,0.0,0.823529,0.176471,0.058824,0.058824,0.0,-0.08928026524570298,-1
0.4,-0.3,-0.146,79.59,4.975,-0.592,0.511607,0.0,4.116414,-2.003543,0.2,0.4,0.0,0.1,0.3,0.7,0.6,0.2,0.4,-0.08911934755023787,-1
0.042222,-0.094444,-0.176667,4.788889,3.101111,-0.107778,0.098716,0.0,4.991569,-0.968593,0.111111,0.333333,0.0,0.444444,0.555556,0.444444,0.444444,0.222222,0.222222,-0.08910197826776578,-1
0.169375,-0.018125,0.713437,77.721875,5.206563,-1.059063,0.32197,18.4375,12.173728,20.415131,0.25,0.34375,0.125,0.0,0.34375,0.65625,0.65625,0.65625,0.0,-0.088973123293271,-1
0.190909,-0.153636,-0.269091,16.390909,3.66,-0.232727,0.1712,0.0,4.176748,-1.967886,0.090909,0.272727,0.0,0.363636,0.454545,0.545455,0.454545,0.181818,0.272727,-0.08747241133857775,-1
-0.53,-0.25,-0.2525,114.9125,-0.45,0.33875,0.089722,72.5,3.294999,-1.004386,0.0,0.75,0.25,0.125,0.875,0.125,0.125,0.0,0.125,-0.08616159471741269,-1
-0.806,-0.469333,0.123333,11.9,-2.543333,0.718667,0.261602,175.333333,6.015,-0.005094,0.466667,0.533333,0.466667,0.0,0.933333,0.066667,0.0,0.0,0.0,-0.08609513623391818,-1
0.185455,-0.121818,-0.268182,22.681818,3.486364,-0.218182,0.179794,0.0,4.376029,-1.967356,0.090909,0.181818,0.0,0.363636,0.454545,0.545455,0.454545,0.181818,0.272727,-0.08599039417534549,-1
-0.532,-0.078,-0.404,95.88,-1.176,0.728,0.458578,98.0,3.294999,-1.004386,0.2,0.2,0.4,0.4,0.8,0.2,0.2,0.0,0.2,-0.08562682764410057,-1
-0.747143,-0.114286,-0.145714,81.228571,-2.172857,0.74,0.219582,97.142857,6.015,-0.005094,0.142857,0.571429,0.285714,0.285714,1.0,0.0,0.0,0.0,0.0,-0.08537922117101038,-1
0.109,-0.581,0.117,-9.86,2.794,-0.115,0.070554,10.0,5.723326,-2.031686,0.5,0.6,0.1,0.3,0.4,0.6,0.5,0.3,0.2,-0.08510913225265526,-1
0.368889,-0.194444,-0.074444,65.922222,4.911111,-0.6,0.444117,0.0,5.328418,-0.965964,0.111111,0.333333,0.0,0.222222,0.333333,0.666667,0.666667,0.333333,0.333333,-0.08500393338875989,-1
-0.5375,-0.08875,-0.03625,110.15,-1.31375,0.445,0.15648,0.0,5.105964,-0.289767,0.375,0.625,0.0,0.25,1.0,0.0,0.0,0.0,0.0,-0.08399996959090683,-1
-0.45,0.405,-0.1025,55.65,1.01,0.2275,1.018556,97.5,11.085,0.994898,0.0,0.0,0.25,0.5,0.75,0.25,0.25,0.25,0.0,-0.08383238797565873,-1
-0.734286,-0.275714,0.001429,36.085714,-2.565714,0.867143,0.151806,195.714286,6.015,-0.005094,0.428571,0.428571,0.714286,0.142857,0.857143,0.142857,0.0,0.0,0.0,-0.08299845278406626,-1
0.30625,-0.14875,0.121875,1.75625,3.839375,-0.378125,0.253282,18.125,10.105933,1.224054,0.0625,0.25,0.0625,0.4375,0.25,0.75,0.5625,0.5,0.0625,-0.0821859959226604,-1
0.5025,0.0125,0.2675,22.016667,4.728333,-0.763333,0.235665,32.5,10.65624,3.990509,0.0,0.25,0.083333,0.166667,0.25,0.75,0.5,0.416667,0.083333,-0.08160898623316237,-1
0.317333,-0.178667,0.066667,-2.64,4.07,-0.347333,0.225253,19.333333,8.240211,0.224795,0.0,0.333333,0.066667,0.466667,0.266667,0.733333,0.533333,0.466667,0.066667,-0.08147416093985771,-1
-0.670417,-0.24125,-0.135833,44.891667,-2.491667,0.815417,0.475493,235.416667,2.994981,-1.289589,0.166667,0.416667,0.666667,0.041667,0.875,0.125,0.041667,0.0,0.041667,-0.08099154332844061,-1
0.310625,-0.251875,0.09875,-11.24375,3.4425,-0.2725,0.165691,18.125,8.209896,0.224062,0.0625,0.375,0.0625,0.4375,0.25,0.75,0.5,0.4375,0.0625,-0.08007457964197484,-1
-0.733333,-0.475833,0.000833,19.45,-2.125,0.655,0.26443,195.0,2.995,-1.004916,0.416667,0.5,0.5,0.0,0.916667,0.083333,0.083333,0.0,0.083333,-0.07994234106237441,-1
0.2024,0.1096,0.5728,183.068,7.1788,-1.1032,0.580318,23.4,12.445981,23.605351,0.32,0.4,0.1,0.06,0.4,0.6,0.52,0.52,0.0,-0.07990655143306302,-1
0.1836,0.0228,0.6132,121.58,5.8136,-0.9928,0.678953,27.2,13.329945,13.990395,0.2,0.24,0.08,0.0,0.32,0.68,0.56,0.56,0.0,-0.07948895863704708,-1
-0.581277,-0.708936,0.399787,44.738298,-0.032128,0.247447,0.26499,0.0,7.437607,0.142379,0.914894,0.914894,0.0,0.021277,0.87234,0.12766,0.042553,0.042553,0.0,-0.0793622960553555,-1
-0.810667,-0.444667,0.094,6.24,-2.585333,0.776667,0.252803,175.333333,6.015,-0.005094,0.466667,0.533333,0.466667,0.066667,0.933333,0.066667,0.0,0.0,0.0,-0.07731978391017258,-1
-0.0375,-0.3875,-0.33625,-16.075,1.485,0.07,0.483036,170.0,3.554021,-2.004771,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.125,0.375,-0.0772426678001975,-1
0.033667,-0.561,0.212667,43.99,2.578667,-0.055333,0.141927,13.0,6.354279,-3.506128,0.4,0.533333,0.066667,0.433333,0.433333,0.566667,0.566667,0.433333,0.133333,-0.07708442145227479,-1
0.024,0.422,0.204,-7.08,4.416,-0.446,1.007197,78.0,11.1983,1.992756,0.0,0.0,0.2,0.4,0.6,0.4,0.4,0.4,0.0,-0.07704694325010208,-1
