Cruciani_1,Cruciani_2,Cruciani_3,Instability_Index,Boman_Index,Hydrophobicity_Eisenberg,Hydrophobic_Moment,Aliphatic_Index,Isoelectric_Point_Lehninger,Charge_pH7.4_Lehninger,Freq_Tiny,Freq_Small,Freq_Aliphatic,Freq_Aromatic,Freq_Non_polar,Freq_Polar,Freq_Charged,Freq_Basic,Freq_Acidic,anomaly
-0.288333,-0.448333,-0.028333,51.066667,0.088333,0.328333,0.335385,130.0,3.127458,-2.003679,0.333333,0.555556,0.388889,0.0,0.611111,0.388889,0.111111,0.0,0.111111,-1
-0.322778,-0.558889,0.363333,39.927778,1.035,0.031111,0.33693,32.222222,8.168342,1.463097,0.666667,0.777778,0.111111,0.055556,0.666667,0.333333,0.166667,0.166667,0.0,-1
0.005556,0.157778,0.335,58.977778,3.755,-0.512222,0.635532,16.111111,10.373768,6.41977,0.277778,0.333333,0.055556,0.277778,0.611111,0.388889,0.388889,0.388889,0.0,-1
0.030556,-0.340556,0.088889,91.838889,2.147778,-0.128889,0.163506,27.222222,9.659644,0.991469,0.277778,0.611111,0.111111,0.111111,0.444444,0.555556,0.166667,0.111111,0.055556,-1
0.152222,-0.31,-0.004444,40.394444,4.299444,-0.471667,0.444824,76.111111,4.853711,-1.002322,0.222222,0.388889,0.333333,0.0,0.388889,0.611111,0.5,0.222222,0.277778,-1
-0.553889,-0.343333,0.116111,-4.933333,-1.112778,0.364444,0.550732,178.333333,10.342965,1.992862,0.222222,0.5,0.5,0.0,0.777778,0.222222,0.222222,0.166667,0.055556,-1
-0.141667,-0.502222,0.342778,30.616667,2.282778,-0.162778,0.506804,16.111111,8.170138,1.463829,0.666667,0.722222,0.055556,0.055556,0.555556,0.444444,0.166667,0.166667,0.0,-1
0.448333,-0.513889,-0.357222,55.466667,3.897778,-0.259444,0.323555,48.888889,2.55652,-8.00582,0.277778,0.555556,0.166667,0.111111,0.277778,0.722222,0.444444,0.0,0.444444,-1
-0.402222,-0.445556,0.06,8.977778,0.671667,0.216667,0.241233,60.0,3.972253,-1.004217,0.5,0.722222,0.333333,0.111111,0.722222,0.277778,0.166667,0.055556,0.111111,-1
-0.250556,-0.173333,0.357778,41.566667,2.917222,-0.309444,0.761435,48.333333,8.819304,4.140845,0.5,0.666667,0.166667,0.055556,0.666667,0.333333,0.277778,0.277778,0.0,-1
-0.042222,-0.010556,0.388889,64.366667,2.611111,-0.310556,0.961712,130.0,12.234572,7.028071,0.111111,0.166667,0.333333,0.111111,0.5,0.5,0.444444,0.444444,0.0,-1
-0.417368,-0.312632,-0.015263,-1.968421,-0.591579,0.514737,0.502372,144.210526,6.003838,-0.928343,0.315789,0.473684,0.526316,0.210526,0.684211,0.315789,0.157895,0.105263,0.052632,-1
-0.142105,0.046842,0.238947,17.478947,2.035789,-0.208421,1.018867,138.421053,12.795681,6.991918,0.052632,0.157895,0.368421,0.105263,0.526316,0.473684,0.368421,0.368421,0.0,-1
-0.089474,-0.400526,0.405789,58.078947,2.309474,-0.213158,0.489536,15.263158,8.173992,2.216702,0.631579,0.736842,0.052632,0.105263,0.526316,0.473684,0.263158,0.263158,0.0,-1
-0.677895,-0.578421,0.164211,86.510526,-1.007895,0.443158,0.1745,97.368421,6.015,-0.005094,0.473684,0.842105,0.315789,0.0,0.842105,0.157895,0.0,0.0,0.0,-1
-0.221053,0.043158,0.173684,27.615789,1.484737,-0.073684,1.024296,158.947368,12.79222,5.992659,0.052632,0.157895,0.421053,0.105263,0.578947,0.421053,0.315789,0.315789,0.0,-1
-0.62,-0.090526,-0.036842,9.657895,-2.104737,0.707368,0.314322,220.526316,9.87773,0.992765,0.157895,0.263158,0.631579,0.105263,0.842105,0.157895,0.052632,0.052632,0.0,-1
-0.407895,-0.224737,0.1,7.078947,0.029474,0.354737,0.591183,87.368421,9.87809,1.107624,0.315789,0.421053,0.315789,0.368421,0.736842,0.263158,0.210526,0.210526,0.0,-1
0.109474,-0.223684,-0.132105,23.347368,2.558947,-0.2,0.421451,72.105263,4.329716,-2.009976,0.157895,0.263158,0.263158,0.157895,0.526316,0.473684,0.421053,0.157895,0.263158,-1
-0.557895,-0.316842,0.073158,29.431579,-1.744211,0.587895,0.426291,194.736842,10.11,0.994166,0.315789,0.526316,0.578947,0.052632,0.736842,0.263158,0.052632,0.052632,0.0,-1
-0.074737,0.085789,0.355789,10.984211,2.529474,-0.381053,1.018867,117.894737,12.802472,8.990437,0.052632,0.105263,0.315789,0.105263,0.473684,0.526316,0.473684,0.473684,0.0,-1
-0.493684,-0.617368,0.321579,29.747368,0.413684,0.225263,0.211665,57.894737,11.085,0.994898,0.842105,0.947368,0.578947,0.0,0.684211,0.315789,0.052632,0.052632,0.0,-1
-0.063158,0.050526,0.304211,21.947368,2.586842,-0.343158,1.018867,117.894737,12.799098,7.991178,0.052632,0.157895,0.315789,0.105263,0.473684,0.526316,0.421053,0.421053,0.0,-1
-0.571053,-0.377895,0.135789,-4.147368,-1.103684,0.370526,0.550732,168.947368,10.342965,1.992862,0.263158,0.526316,0.473684,0.0,0.789474,0.210526,0.210526,0.157895,0.052632,-1
-0.126842,-0.312632,0.331579,9.557895,1.433684,-0.027368,0.60824,31.052632,11.032672,4.068516,0.421053,0.526316,0.210526,0.263158,0.473684,0.526316,0.315789,0.315789,0.0,-1
0.041579,-0.004211,0.238947,5.315789,2.041053,-0.27,0.849979,82.105263,10.670382,5.986894,0.105263,0.210526,0.263158,0.210526,0.473684,0.526316,0.421053,0.368421,0.052632,-1
-0.313684,-0.410526,0.165789,71.121053,0.2,0.2,0.154353,20.526316,7.693783,0.422685,0.578947,0.736842,0.105263,0.157895,0.736842,0.263158,0.052632,0.052632,0.0,-1
0.085789,0.254737,0.219474,22.973684,0.716842,-0.061053,0.315635,0.0,10.566363,5.705788,0.263158,0.263158,0.0,0.421053,0.631579,0.368421,0.315789,0.315789,0.0,-1
-0.036316,0.134211,0.434211,33.121053,2.564211,-0.435263,1.057819,117.894737,12.805805,9.989696,0.052632,0.105263,0.315789,0.105263,0.473684,0.526316,0.526316,0.526316,0.0,-1
-0.243158,0.153684,0.259474,42.431579,1.218421,-0.115263,1.071559,179.473684,12.799098,7.991178,0.0,0.052632,0.473684,0.105263,0.578947,0.421053,0.421053,0.421053,0.0,-1
0.047895,-0.303684,-0.125263,15.736842,2.242105,-0.071579,0.50237,87.368421,4.32193,-2.968816,0.210526,0.263158,0.263158,0.157895,0.526316,0.473684,0.421053,0.157895,0.263158,-1
-0.482105,-0.338947,0.137895,0.121053,-0.353158,0.342632,0.676588,179.473684,10.611559,1.993594,0.263158,0.473684,0.526316,0.0,0.736842,0.263158,0.210526,0.157895,0.052632,-1
-0.087895,-0.01,0.252632,62.289474,4.998421,-0.748421,0.372374,35.789474,12.484752,5.99216,0.0,0.526316,0.105263,0.052632,0.578947,0.421053,0.421053,0.368421,0.052632,-1
-0.441579,-0.349474,0.031579,3.489474,-0.864211,0.539474,0.436211,164.736842,6.003838,-0.928343,0.368421,0.473684,0.578947,0.157895,0.684211,0.315789,0.157895,0.105263,0.052632,-1
-0.341579,-0.389474,0.213158,-30.836842,-0.004211,0.121053,0.396015,122.105263,10.191964,3.70727,0.263158,0.684211,0.421053,0.0,0.631579,0.368421,0.210526,0.210526,0.0,-1
0.053158,-0.011579,0.215263,-0.142105,2.195263,-0.299474,0.849979,82.105263,11.217135,5.991161,0.105263,0.210526,0.263158,0.157895,0.421053,0.578947,0.421053,0.368421,0.052632,-1
-0.023158,-0.462632,0.177368,32.610526,1.486842,0.005263,0.168079,25.789474,5.682118,-0.4348,0.578947,0.789474,0.105263,0.105263,0.526316,0.473684,0.105263,0.052632,0.052632,-1
0.171579,-0.155789,0.23,5.315789,3.214737,-0.454737,0.83497,61.578947,10.845031,4.991339,0.157895,0.315789,0.210526,0.105263,0.315789,0.684211,0.473684,0.368421,0.105263,-1
-0.366316,-0.263684,0.035263,2.5,-0.645789,0.497368,0.497183,143.684211,8.08716,0.109766,0.263158,0.473684,0.473684,0.263158,0.631579,0.368421,0.157895,0.157895,0.0,-1
-0.088421,-0.17,0.336316,41.152632,3.657895,-0.447895,0.334653,35.789474,12.48709,5.030285,0.210526,0.578947,0.105263,0.105263,0.526316,0.473684,0.315789,0.315789,0.0,-1
-0.024211,-0.035263,0.094211,17.978947,2.82,-0.271579,0.966339,117.894737,11.517257,3.993544,0.052632,0.210526,0.315789,0.105263,0.473684,0.526316,0.421053,0.315789,0.105263,-1
-0.533684,-0.122632,-0.048947,28.231579,-1.934737,0.650526,0.210873,194.736842,9.749749,1.030319,0.105263,0.263158,0.578947,0.157895,0.789474,0.210526,0.105263,0.105263,0.0,-1
-0.042105,-0.001579,0.198947,17.978947,2.753684,-0.311579,0.966339,117.894737,12.230744,5.992096,0.052632,0.210526,0.315789,0.105263,0.473684,0.526316,0.421053,0.368421,0.052632,-1
-0.339474,-0.291579,0.357368,-22.9,0.983158,-0.055789,0.304256,122.105263,10.998976,5.707253,0.263158,0.684211,0.421053,0.0,0.631579,0.368421,0.315789,0.315789,0.0,-1
-0.301053,-0.338421,0.108421,85.631579,0.765263,0.07,0.224791,46.315789,7.477843,0.140878,0.473684,0.736842,0.157895,0.052632,0.736842,0.263158,0.052632,0.052632,0.0,-1
-0.624211,-0.105789,-0.067895,23.763158,-2.5,0.709474,0.207399,210.0,9.749618,0.992032,0.105263,0.315789,0.578947,0.105263,0.842105,0.157895,0.052632,0.052632,0.0,-1
-0.324737,-0.332632,0.325789,6.205263,-0.189474,0.151053,0.666445,149.473684,11.032662,3.991943,0.473684,0.473684,0.578947,0.0,0.578947,0.421053,0.210526,0.210526,0.0,-1
-0.461579,-0.530526,0.192632,67.536842,0.007368,0.176316,0.200277,41.052632,7.477388,0.140145,0.578947,0.947368,0.210526,0.0,0.789474,0.210526,0.052632,0.052632,0.0,-1
-0.731579,-0.351579,0.087895,37.442105,-1.531053,0.608421,0.43495,174.736842,11.085,0.994898,0.368421,0.526316,0.578947,0.052632,0.894737,0.105263,0.052632,0.052632,0.0,-1
-0.437368,-0.295263,0.074737,3.489474,-0.907368,0.534211,0.483189,164.736842,8.08716,0.109766,0.315789,0.421053,0.578947,0.210526,0.684211,0.315789,0.157895,0.157895,0.0,-1
-0.491053,-0.358947,0.119474,-33.684211,-0.697895,0.371053,0.491889,153.684211,10.342965,1.992862,0.263158,0.526316,0.473684,0.052632,0.736842,0.263158,0.210526,0.157895,0.052632,-1
-0.343684,-0.486316,0.547895,28.131579,0.935789,-0.141053,0.287534,42.105263,10.566363,5.705788,0.684211,0.684211,0.421053,0.0,0.631579,0.368421,0.315789,0.315789,0.0,-1
0.026842,-0.346842,-0.01,70.905263,3.652105,-0.361579,0.509823,66.842105,4.72947,-1.002289,0.263158,0.368421,0.210526,0.0,0.473684,0.526316,0.368421,0.157895,0.210526,-1
-0.65,-0.304737,0.081579,29.957895,-1.236316,0.562105,0.4438,174.736842,11.085048,1.033184,0.315789,0.473684,0.578947,0.105263,0.842105,0.157895,0.105263,0.105263,0.0,-1
-0.289474,-0.353684,0.410526,-13.963158,0.432632,-0.072105,0.302408,76.315789,9.644929,5.278778,0.421053,0.684211,0.263158,0.0,0.631579,0.368421,0.315789,0.315789,0.0,-1
0.023158,-0.248947,0.415263,7.405263,1.679474,-0.292632,0.713079,107.894737,10.944111,5.990428,0.315789,0.315789,0.315789,0.0,0.368421,0.631579,0.421053,0.368421,0.052632,-1
-0.036316,0.134211,0.434211,34.536842,2.564211,-0.435263,1.0728,117.894737,12.805805,9.989696,0.052632,0.105263,0.315789,0.105263,0.473684,0.526316,0.526316,0.526316,0.0,-1
0.050526,-0.323158,0.607368,39.352632,4.0,-0.637368,0.284636,25.789474,12.799098,7.991178,0.473684,0.526316,0.157895,0.0,0.368421,0.631579,0.421053,0.421053,0.0,-1
-0.316316,-0.075789,0.191053,-21.794737,1.023684,0.087895,0.601826,97.368421,12.499774,4.108268,0.157895,0.315789,0.315789,0.315789,0.631579,0.368421,0.368421,0.368421,0.0,-1
-0.055263,-0.395789,0.305263,29.831579,3.141579,-0.278947,0.508317,51.578947,12.181129,2.852545,0.473684,0.684211,0.263158,0.0,0.473684,0.526316,0.157895,0.157895,0.0,-1
0.064737,-0.042632,0.182632,7.342105,2.362632,-0.302105,0.849979,82.105263,10.845031,4.991339,0.105263,0.263158,0.263158,0.157895,0.421053,0.578947,0.473684,0.368421,0.105263,-1
-0.591053,-0.518421,0.075789,39.884211,-0.740526,0.412632,0.269183,103.684211,6.015,-0.005094,0.578947,0.684211,0.631579,0.052632,0.789474,0.210526,0.0,0.0,0.0,-1
0.015263,0.056842,0.210526,6.352632,1.781053,-0.212105,0.849979,82.105263,11.217135,5.991161,0.105263,0.210526,0.263158,0.210526,0.473684,0.526316,0.421053,0.368421,0.052632,-1
0.098947,-0.395263,-0.213158,64.557895,2.088421,-0.055263,0.355497,66.315789,2.876361,-3.007768,0.157895,0.578947,0.210526,0.105263,0.473684,0.526316,0.157895,0.0,0.157895,-1
-0.080526,0.002105,0.198947,-10.505263,1.712632,-0.172105,0.849979,82.105263,11.217135,5.991161,0.105263,0.210526,0.263158,0.210526,0.473684,0.526316,0.421053,0.368421,0.052632,-1
-0.242105,0.099474,0.297895,32.294737,1.427895,-0.145789,1.071559,158.947368,12.799098,7.991178,0.052632,0.105263,0.421053,0.105263,0.578947,0.421053,0.421053,0.421053,0.0,-1
0.345263,-0.55,0.125263,88.889474,3.044737,-0.164211,0.163078,35.789474,3.963722,-2.110392,0.526316,0.736842,0.105263,0.105263,0.210526,0.789474,0.157895,0.052632,0.105263,-1
0.227895,0.071053,0.146316,68.821053,3.458947,-0.455263,0.599373,41.052632,11.046542,4.990501,0.0,0.263158,0.105263,0.210526,0.421053,0.578947,0.368421,0.315789,0.052632,-1
-0.173684,-0.174737,0.187895,10.931579,0.359474,0.065263,0.493616,179.473684,10.736173,4.029667,0.105263,0.263158,0.473684,0.052632,0.526316,0.473684,0.368421,0.315789,0.052632,-1
-0.297368,0.035789,0.173158,-37.989474,0.443158,0.098947,0.37185,0.0,10.566363,5.705788,0.263158,0.263158,0.0,0.421053,0.631579,0.368421,0.315789,0.315789,0.0,-1
-0.123158,-0.424211,0.404737,16.842105,2.017895,-0.304211,0.501823,36.315789,10.852182,4.990639,0.421053,0.684211,0.263158,0.0,0.473684,0.526316,0.368421,0.315789,0.052632,-1
0.006842,-0.618947,0.095263,36.236842,2.607895,-0.152105,0.293206,10.526316,3.554021,-2.006905,0.473684,0.842105,0.105263,0.052632,0.473684,0.526316,0.210526,0.052632,0.157895,-1
-0.423684,-0.453158,0.089474,93.568421,-0.940526,0.477895,0.165131,102.631579,3.294873,-1.573733,0.631579,0.736842,0.368421,0.052632,0.736842,0.263158,0.052632,0.0,0.052632,-1
0.348947,-0.274737,-0.281053,69.852632,4.532632,-0.407895,0.49058,25.789474,3.762109,-5.002821,0.157895,0.368421,0.105263,0.157895,0.315789,0.684211,0.473684,0.105263,0.368421,-1
-0.043684,-0.33,-0.118421,-2.405263,1.734737,-0.002105,0.575127,143.157895,4.466213,-1.965786,0.105263,0.526316,0.421053,0.052632,0.473684,0.526316,0.368421,0.157895,0.210526,-1
0.055263,0.027895,0.480526,55.873684,4.459474,-0.705263,0.452244,76.842105,12.666996,8.887851,0.105263,0.263158,0.210526,0.052632,0.421053,0.578947,0.526316,0.526316,0.0,-1
-0.740526,-0.342105,0.148947,24.036842,-1.816316,0.566316,0.443485,138.947368,10.621395,1.993425,0.421053,0.473684,0.473684,0.105263,0.894737,0.105263,0.105263,0.105263,0.0,-1
-0.067895,0.081053,0.417895,14.863158,3.472105,-0.532105,1.047851,41.052632,12.505019,8.989036,0.157895,0.210526,0.105263,0.210526,0.526316,0.473684,0.473684,0.473684,0.0,-1
0.148421,-0.308421,-0.28,62.221053,2.217895,-0.016842,0.380367,82.105263,4.072047,-4.927117,0.105263,0.315789,0.263158,0.210526,0.421053,0.578947,0.368421,0.105263,0.263158,-1
-0.028947,-0.081579,-0.087895,51.968421,2.213684,-0.117895,0.648752,97.368421,7.17144,-0.004292,0.052632,0.210526,0.263158,0.105263,0.526316,0.473684,0.421053,0.210526,0.210526,-1
-0.380526,-0.444211,0.313158,-22.9,-0.229474,0.191579,0.442116,122.105263,10.191964,3.70727,0.368421,0.789474,0.421053,0.0,0.631579,0.368421,0.210526,0.210526,0.0,-1
-0.547895,-0.385789,0.236316,-3.931579,-1.158421,0.393158,0.688244,153.684211,10.871898,2.992684,0.368421,0.578947,0.526316,0.0,0.736842,0.263158,0.157895,0.157895,0.0,-1
0.305263,-0.244737,-0.342632,36.363158,4.409474,-0.389474,0.476923,46.315789,3.66376,-5.003351,0.052632,0.368421,0.157895,0.157895,0.368421,0.631579,0.473684,0.105263,0.368421,-1
-0.59,-0.481053,0.05,39.884211,-0.904211,0.452632,0.307303,118.947368,6.015,-0.005094,0.526316,0.631579,0.631579,0.052632,0.789474,0.210526,0.0,0.0,0.0,-1
-0.522105,-0.311053,0.13,4.0,-1.18,0.464737,0.539401,169.473684,10.621395,1.993425,0.315789,0.473684,0.526316,0.052632,0.736842,0.263158,0.105263,0.105263,0.0,-1
-0.216316,-0.489474,-0.063684,13.284211,1.059474,0.165789,0.375524,76.842105,3.400177,-2.007435,0.315789,0.684211,0.263158,0.105263,0.631579,0.368421,0.210526,0.052632,0.157895,-1
-0.528421,-0.184211,0.121579,-12.868421,-1.251053,0.423158,0.476631,159.473684,10.871898,2.992684,0.263158,0.368421,0.526316,0.105263,0.789474,0.210526,0.157895,0.157895,0.0,-1
0.168947,-0.179474,0.247895,8.757895,3.112632,-0.461579,0.775952,82.105263,10.845031,4.991339,0.157895,0.315789,0.263158,0.052632,0.315789,0.684211,0.473684,0.368421,0.105263,-1
-0.451053,-0.332632,0.085263,7.957895,-0.973684,0.545789,0.435849,164.736842,7.997733,0.071479,0.368421,0.473684,0.578947,0.157895,0.684211,0.315789,0.105263,0.105263,0.0,-1
0.102632,-0.111053,0.187368,0.847368,2.776842,-0.389474,0.849979,82.105263,10.845031,4.991339,0.105263,0.263158,0.263158,0.105263,0.368421,0.631579,0.473684,0.368421,0.105263,-1
-0.214737,0.086316,0.278421,-14.257895,0.892105,-0.082632,0.705679,21.052632,11.385002,7.98898,0.210526,0.210526,0.210526,0.368421,0.578947,0.421053,0.421053,0.421053,0.0,-1
-0.280526,-0.224737,0.240526,19.868421,-0.262105,0.190526,0.402356,179.473684,11.032667,4.03023,0.210526,0.315789,0.473684,0.052632,0.578947,0.421053,0.263158,0.263158,0.0,-1
-0.437895,-0.27,0.032105,2.5,-0.876316,0.532632,0.456207,148.947368,8.08716,0.109766,0.263158,0.473684,0.526316,0.263158,0.684211,0.315789,0.157895,0.157895,0.0,-1
-0.458947,-0.308421,0.103684,3.489474,-1.077895,0.565789,0.435849,164.736842,8.08716,0.109766,0.368421,0.421053,0.578947,0.210526,0.684211,0.315789,0.157895,0.157895,0.0,-1
-0.337368,-0.406316,0.165263,122.189474,0.699474,0.031053,0.499041,77.368421,10.621395,1.993425,0.315789,0.684211,0.315789,0.0,0.631579,0.368421,0.105263,0.105263,0.0,-1
-0.344211,-0.106842,0.332105,-30.742105,-0.434211,0.025263,0.762918,184.736842,11.319873,6.989721,0.157895,0.157895,0.473684,0.0,0.631579,0.368421,0.368421,0.368421,0.0,-1
-0.705789,-0.135263,-0.047895,9.157895,-2.825789,0.787895,0.220744,220.526316,9.749618,0.992032,0.157895,0.315789,0.684211,0.105263,0.894737,0.105263,0.052632,0.052632,0.0,-1
-0.742105,-0.368421,0.057895,32.647368,-1.329474,0.521579,0.189986,163.684211,11.085,0.994898,0.210526,0.684211,0.473684,0.0,0.894737,0.105263,0.052632,0.052632,0.0,-1
-0.421579,-0.448947,0.086316,93.568421,-0.940526,0.461053,0.138247,102.631579,3.294873,-1.573733,0.631579,0.736842,0.368421,0.052632,0.736842,0.263158,0.052632,0.0,0.052632,-1
-0.084211,0.106842,0.428421,26.626316,2.53,-0.415263,1.0728,117.894737,12.805805,9.989696,0.052632,0.105263,0.315789,0.105263,0.473684,0.526316,0.526316,0.526316,0.0,-1
-0.525789,-0.375789,0.009474,8.168421,-1.056316,0.567368,0.401219,144.210526,4.836693,-0.966629,0.421053,0.578947,0.578947,0.157895,0.736842,0.263158,0.105263,0.052632,0.052632,-1
-0.653158,-0.239474,0.039474,44.510526,-1.868421,0.562632,0.54352,194.736842,10.621395,1.993425,0.157895,0.421053,0.526316,0.052632,0.842105,0.157895,0.105263,0.105263,0.0,-1
0.0645,-0.003,0.3205,89.565,4.0005,-0.546,0.614301,0.0,10.100642,5.42051,0.35,0.45,0.0,0.2,0.6,0.4,0.3,0.3,0.0,-1
-0.113,-0.022,0.2735,83.68,3.0185,-0.3265,0.468227,14.5,9.930772,4.423385,0.4,0.5,0.05,0.2,0.7,0.3,0.25,0.25,0.0,-1
-0.609,-0.3605,0.1385,26.44,-1.5935,0.515,0.537425,190.0,10.621395,1.993425,0.3,0.5,0.55,0.0,0.8,0.2,0.1,0.1,0.0,-1
-0.694,-0.382,0.162,22.195,-1.9725,0.578,0.510115,190.0,10.621395,1.993425,0.35,0.5,0.55,0.0,0.85,0.15,0.1,0.1,0.0,-1
0.0925,-0.0335,0.4035,-2.26,1.9455,-0.2935,0.54648,44.0,11.385004,8.027267,0.25,0.25,0.15,0.25,0.35,0.65,0.45,0.45,0.0,-1
0.085,-0.1685,0.0435,49.16,3.004,-0.2595,0.72618,136.5,10.096644,1.03402,0.15,0.25,0.35,0.05,0.4,0.6,0.4,0.25,0.15,-1
-0.6255,-0.076,0.019,12.755,-1.848,0.4735,0.328987,161.0,9.808133,2.708011,0.2,0.3,0.45,0.15,0.85,0.15,0.15,0.15,0.0,-1
-0.09,-0.385,0.0215,49.945,1.2285,0.0905,0.198026,58.5,4.392068,-1.007116,0.4,0.6,0.25,0.15,0.5,0.5,0.25,0.1,0.15,-1
-0.227,-0.197,0.0775,85.1,2.2805,-0.193,0.396374,24.5,12.490777,3.032435,0.15,0.5,0.1,0.15,0.6,0.4,0.2,0.2,0.0,-1
-0.364,0.078,0.171,72.2,1.1925,0.0215,0.954706,185.5,13.08228,4.994865,0.2,0.2,0.55,0.1,0.7,0.3,0.25,0.25,0.0,-1
0.045,-0.0445,0.266,-3.235,1.688,-0.1855,0.630955,63.5,10.944114,6.028185,0.2,0.25,0.2,0.25,0.4,0.6,0.45,0.4,0.05,-1
-0.329,-0.035,0.3495,70.595,1.883,-0.1455,0.975076,175.5,13.0853,6.993383,0.2,0.2,0.45,0.0,0.65,0.35,0.35,0.35,0.0,-1
-0.03,-0.067,0.339,-6.505,1.3895,-0.1305,0.600055,63.5,11.319875,7.028007,0.25,0.25,0.2,0.25,0.4,0.6,0.4,0.4,0.0,-1
-0.0725,-0.091,0.1275,72.85,3.6815,-0.46,0.376501,53.5,11.329042,3.990043,0.0,0.55,0.15,0.1,0.6,0.4,0.3,0.25,0.05,-1
-0.3505,-0.3545,-0.0915,85.405,0.385,0.2925,0.356958,44.0,2.928411,-2.006342,0.3,0.65,0.2,0.2,0.7,0.3,0.1,0.0,0.1,-1
0.025,0.005,0.366,1.01,1.5295,-0.2155,0.685488,63.5,11.385004,8.027267,0.2,0.2,0.2,0.25,0.4,0.6,0.45,0.45,0.0,-1
-0.262,-0.1545,0.193,78.335,1.4415,0.056,0.82964,146.5,12.194708,3.070891,0.25,0.3,0.45,0.15,0.6,0.4,0.35,0.3,0.05,-1
-0.5375,-0.2415,0.0775,-9.8,-1.358,0.542,0.711169,185.5,10.342965,1.992862,0.25,0.35,0.6,0.05,0.75,0.25,0.2,0.15,0.05,-1
-0.0235,-0.0335,0.3725,29.79,2.9685,-0.463,0.891331,107.5,12.251658,7.991144,0.15,0.2,0.35,0.05,0.45,0.55,0.5,0.45,0.05,-1
-0.6585,-0.395,0.0795,22.195,-1.756,0.552,0.488173,190.0,10.11,0.994166,0.3,0.55,0.55,0.0,0.85,0.15,0.05,0.05,0.0,-1
-0.05,0.0015,0.304,1.01,1.006,-0.0875,0.583424,83.0,11.319875,7.028007,0.2,0.2,0.25,0.25,0.45,0.55,0.4,0.4,0.0,-1
0.222,-0.486,-0.383,47.47,3.434,-0.257,0.275601,24.5,3.020324,-8.431259,0.25,0.6,0.1,0.1,0.45,0.55,0.5,0.05,0.45,-1
-0.5735,-0.1285,0.0725,17.0,-1.566,0.4595,0.562519,151.5,9.808133,2.708011,0.3,0.35,0.5,0.15,0.8,0.2,0.15,0.15,0.0,-1
-0.6255,-0.076,0.019,17.0,-1.848,0.4735,0.519897,161.0,9.808133,2.708011,0.2,0.3,0.45,0.15,0.85,0.15,0.15,0.15,0.0,-1
-0.453,-0.3385,-0.0045,28.09,-0.4335,0.4485,0.34456,68.5,5.253376,-0.14743,0.4,0.75,0.35,0.2,0.75,0.25,0.0,0.0,0.0,-1
-0.611,-0.3645,0.1415,26.44,-1.5935,0.531,0.5662,190.0,10.621395,1.993425,0.3,0.5,0.55,0.0,0.8,0.2,0.1,0.1,0.0,-1
-0.502,-0.4145,0.046,22.195,-0.9525,0.429,0.480074,170.5,6.943251,-0.005127,0.3,0.55,0.5,0.0,0.75,0.25,0.1,0.05,0.05,-1
-0.609,-0.3605,0.1385,17.95,-1.5935,0.515,0.562021,190.0,10.621395,1.993425,0.3,0.5,0.55,0.0,0.8,0.2,0.1,0.1,0.0,-1
0.1345,0.091,0.4715,53.685,4.1095,-0.732,0.645199,97.5,12.972146,10.989688,0.05,0.1,0.25,0.05,0.35,0.65,0.55,0.55,0.0,-1
-0.692,-0.378,0.159,12.565,-1.9725,0.562,0.488597,190.0,10.621395,1.993425,0.35,0.5,0.55,0.0,0.85,0.15,0.1,0.1,0.0,-1
-0.1445,-0.1875,0.189,9.945,0.9575,0.0965,0.354594,73.0,8.928963,1.858363,0.3,0.45,0.25,0.35,0.6,0.4,0.3,0.3,0.0,-1
0.0935,0.002,0.379,1.01,1.79,-0.2555,0.56552,58.5,11.385004,8.027267,0.2,0.2,0.15,0.25,0.35,0.65,0.45,0.45,0.0,-1
-0.6295,-0.373,0.166,22.195,-1.7555,0.545,0.510115,190.0,10.621395,1.993425,0.35,0.5,0.55,0.0,0.8,0.2,0.1,0.1,0.0,-1
-0.2285,-0.078,0.3205,-23.485,0.484,0.0005,0.630888,102.5,11.319875,7.028007,0.2,0.2,0.3,0.2,0.55,0.45,0.4,0.4,0.0,-1
-0.621,-0.3915,0.118,6.395,-1.3605,0.5535,0.512087,156.5,10.110084,1.032452,0.4,0.6,0.65,0.1,0.8,0.2,0.1,0.1,0.0,-1
-0.624,-0.2305,0.08,4.265,-1.3705,0.496,0.55125,121.5,10.871898,2.992684,0.25,0.55,0.45,0.2,0.8,0.2,0.15,0.15,0.0,-1
-0.3975,-0.4575,0.245,-6.9,-0.1945,0.271,0.563011,93.0,9.915633,1.851088,0.55,0.7,0.4,0.05,0.7,0.3,0.1,0.1,0.0,-1
-0.6135,-0.346,0.096,10.64,-1.3075,0.559,0.512087,142.0,10.110084,1.032452,0.4,0.55,0.6,0.15,0.8,0.2,0.1,0.1,0.0,-1
-0.5945,-0.397,0.0885,22.195,-1.537,0.5505,0.511268,185.0,10.11,0.994166,0.3,0.55,0.5,0.0,0.8,0.2,0.05,0.05,0.0,-1
-0.633,-0.3155,0.1295,-8.245,-1.5785,0.5715,0.575103,151.5,10.621395,1.993425,0.4,0.5,0.55,0.1,0.8,0.2,0.1,0.1,0.0,-1
-0.3195,-0.0995,0.295,7.345,2.4625,-0.2585,0.654729,19.5,8.390718,3.856171,0.5,0.55,0.05,0.1,0.75,0.25,0.25,0.25,0.0,-1
