Cruciani_1,Cruciani_2,Cruciani_3,Instability_Index,Boman_Index,Hydrophobicity_Eisenberg,Hydrophobic_Moment,Aliphatic_Index,Isoelectric_Point_Lehninger,Charge_pH7.4_Lehninger,Freq_Tiny,Freq_Small,Freq_Aliphatic,Freq_Aromatic,Freq_Non_polar,Freq_Polar,Freq_Charged,Freq_Basic,Freq_Acidic,anomaly
-0.23,-0.362727,-0.276364,9.409091,1.134545,0.129091,0.219869,61.818182,2.928411,-2.004208,0.090909,0.545455,0.181818,0.090909,0.636364,0.363636,0.181818,0.0,0.181818,-1
-0.130909,0.15,0.302727,-18.281818,0.074545,-0.126364,0.842244,177.272727,11.150467,4.991202,0.0,0.0,0.454545,0.090909,0.545455,0.454545,0.454545,0.454545,0.0,-1
-0.380909,-0.101818,0.054545,-8.963636,-1.031818,0.321818,0.601083,185.454545,10.21235,1.991291,0.0,0.363636,0.545455,0.090909,0.727273,0.272727,0.181818,0.181818,0.0,-1
-0.135455,-0.132727,0.256364,41.809091,3.532727,-0.484545,0.169823,44.545455,12.490777,3.032435,0.090909,0.454545,0.181818,0.090909,0.545455,0.454545,0.363636,0.363636,0.0,-1
0.13,-0.158182,0.044545,-12.336364,3.200909,-0.24,0.383428,35.454545,10.105427,0.994335,0.181818,0.454545,0.090909,0.181818,0.363636,0.636364,0.272727,0.181818,0.090909,-1
-0.304545,-0.058182,0.330909,63.690909,2.306364,-0.280909,0.18748,80.0,12.499774,3.993408,0.181818,0.363636,0.272727,0.090909,0.636364,0.363636,0.363636,0.363636,0.0,-1
-0.668182,-0.47,-0.010909,111.527273,0.518182,0.070909,0.061782,0.0,6.015,-0.005094,0.090909,1.0,0.0,0.0,0.909091,0.090909,0.0,0.0,0.0,-1
-0.330909,-0.022727,0.099091,61.618182,1.884545,-0.022727,0.327764,35.454545,11.1983,1.992756,0.181818,0.454545,0.090909,0.272727,0.727273,0.272727,0.181818,0.181818,0.0,-1
-0.147273,-0.507273,0.004545,34.418182,1.405455,-0.008182,0.227067,26.363636,4.830261,-1.535976,0.454545,0.818182,0.090909,0.090909,0.636364,0.363636,0.181818,0.090909,0.090909,-1
-0.426364,-0.234545,0.116364,31.972727,-0.914545,0.307273,0.305259,70.909091,7.691392,0.420552,0.454545,0.636364,0.272727,0.181818,0.909091,0.090909,0.090909,0.090909,0.0,-1
0.251818,0.172727,0.178182,5.736364,5.120909,-0.713636,0.526178,26.363636,12.785159,3.994141,0.0,0.181818,0.090909,0.181818,0.363636,0.636364,0.363636,0.363636,0.0,-1
-0.44,-0.546364,-0.1,142.418182,0.194545,0.290909,0.221304,88.181818,3.127458,-2.003679,0.272727,0.727273,0.272727,0.0,0.727273,0.272727,0.181818,0.0,0.181818,-1
-0.575455,-0.283636,-0.020909,54.763636,0.028182,0.28,0.237154,115.454545,6.972312,-0.004395,0.272727,0.545455,0.454545,0.090909,0.818182,0.181818,0.181818,0.090909,0.090909,-1
-0.174545,-0.408182,0.133636,83.509091,1.812727,-0.139091,0.248632,35.454545,10.110084,1.032452,0.181818,0.727273,0.181818,0.090909,0.545455,0.454545,0.181818,0.181818,0.0,-1
-0.220909,-0.456364,0.007273,79.727273,0.531818,0.324545,0.335876,97.272727,3.294999,-1.004386,0.363636,0.636364,0.272727,0.090909,0.545455,0.454545,0.090909,0.0,0.090909,-1
-0.288182,-0.267273,-0.226364,88.636364,0.070909,0.220909,0.241695,141.818182,3.294999,-1.004386,0.090909,0.363636,0.363636,0.0,0.636364,0.363636,0.090909,0.0,0.090909,-1
-0.371818,-0.458182,0.309091,17.127273,0.843636,0.154545,0.365118,70.909091,11.085,0.994898,0.545455,0.636364,0.181818,0.0,0.636364,0.363636,0.090909,0.090909,0.0,-1
0.096364,-0.023636,0.411818,205.254545,5.292727,-0.715455,0.181635,35.454545,12.480724,3.852536,0.363636,0.454545,0.181818,0.090909,0.454545,0.545455,0.363636,0.363636,0.0,-1
-0.147273,-0.360909,-0.047273,94.927273,2.503636,-0.089091,0.292125,44.545455,3.972253,-1.004217,0.272727,0.636364,0.181818,0.090909,0.545455,0.454545,0.272727,0.090909,0.181818,-1
-0.366364,-0.201818,-0.097273,6.445455,-0.25,0.356364,0.247636,61.818182,7.845049,0.033193,0.181818,0.454545,0.272727,0.272727,0.727273,0.272727,0.090909,0.090909,0.0,-1
0.185455,-0.121818,-0.268182,22.681818,3.486364,-0.218182,0.179794,0.0,4.376029,-1.967356,0.090909,0.181818,0.0,0.363636,0.454545,0.545455,0.454545,0.181818,0.272727,-1
-0.227273,-0.365455,0.468182,-15.772727,1.783636,-0.160909,0.594197,80.0,11.689597,3.031703,0.454545,0.545455,0.363636,0.090909,0.545455,0.454545,0.363636,0.363636,0.0,-1
-0.111818,-0.24,-0.004545,-4.209091,0.951818,0.150909,0.177411,9.090909,7.845049,0.033193,0.363636,0.454545,0.090909,0.272727,0.545455,0.454545,0.090909,0.090909,0.0,-1
-0.556364,-0.201818,0.070909,3.854545,-0.565455,0.343636,0.230544,132.727273,8.155314,0.710225,0.272727,0.545455,0.363636,0.0,0.818182,0.181818,0.090909,0.090909,0.0,-1
0.252727,0.133636,0.179091,3.118182,5.334545,-0.760909,0.495945,26.363636,12.785159,3.994141,0.0,0.272727,0.090909,0.181818,0.363636,0.636364,0.363636,0.363636,0.0,-1
-0.232727,-0.250909,-0.223636,23.981818,1.041818,0.15,0.21228,35.454545,3.294999,-1.004386,0.090909,0.454545,0.090909,0.181818,0.636364,0.363636,0.090909,0.0,0.090909,-1
0.079091,-0.24,-0.294545,36.536364,1.914545,0.078182,0.252094,0.0,2.810538,-2.006872,0.272727,0.454545,0.0,0.363636,0.545455,0.454545,0.181818,0.0,0.181818,-1
-0.589091,-0.316364,0.013636,19.745455,-0.136364,0.325455,0.219843,124.545455,6.972312,-0.004395,0.363636,0.545455,0.545455,0.090909,0.818182,0.181818,0.181818,0.090909,0.090909,-1
-0.557273,-0.361818,0.139091,62.627273,0.391818,0.194545,0.307408,44.545455,8.934514,0.852561,0.454545,0.636364,0.272727,0.090909,0.818182,0.181818,0.090909,0.090909,0.0,-1
0.368182,0.27,0.438182,170.690909,5.77,-0.82,0.500193,26.363636,12.48709,4.991999,0.181818,0.272727,0.090909,0.272727,0.363636,0.636364,0.454545,0.454545,0.0,-1
-0.039091,0.424545,0.272727,211.545455,4.51,-0.553636,1.150453,141.818182,13.08228,4.994865,0.0,0.0,0.363636,0.181818,0.545455,0.454545,0.454545,0.454545,0.0,-1
-0.723636,-0.435455,-0.038182,26.6,-2.232727,0.7,0.224159,212.727273,2.995,-1.004916,0.363636,0.454545,0.545455,0.0,0.909091,0.090909,0.090909,0.0,0.090909,-1
-0.256364,-0.2,0.175455,109.6,3.107273,-0.35,0.307055,35.454545,12.481402,2.033176,0.090909,0.545455,0.090909,0.090909,0.636364,0.363636,0.272727,0.272727,0.0,-1
-0.218182,-0.272727,-0.279091,23.981818,1.157273,0.16,0.210578,35.454545,3.127458,-2.003679,0.090909,0.454545,0.090909,0.181818,0.636364,0.363636,0.181818,0.0,0.181818,-1
-0.144545,-0.128182,0.023636,77.236364,2.447273,-0.225455,0.271441,9.090909,9.748256,0.992731,0.090909,0.454545,0.090909,0.181818,0.636364,0.363636,0.272727,0.181818,0.090909,-1
-0.354545,0.055455,0.210909,-37.218182,-1.112727,0.129091,0.101988,248.181818,11.032662,3.991943,0.0,0.0,0.636364,0.0,0.636364,0.363636,0.363636,0.363636,0.0,-1
-0.365455,-0.363636,0.243636,54.763636,1.192727,0.15,0.20126,9.090909,11.085,0.994898,0.545455,0.636364,0.090909,0.181818,0.636364,0.363636,0.090909,0.090909,0.0,-1
-0.111818,-0.389091,0.007273,36.109091,1.021818,0.104545,0.120556,70.909091,4.833453,-1.251303,0.363636,0.636364,0.181818,0.090909,0.545455,0.454545,0.181818,0.090909,0.090909,-1
-0.591818,-0.186364,0.003636,76.854545,-1.637273,0.56,0.073892,89.090909,6.015,-0.005094,0.363636,0.545455,0.363636,0.181818,0.909091,0.090909,0.0,0.0,0.0,-1
0.275455,-0.158182,0.072727,7.136364,3.188182,-0.231818,0.357612,0.0,9.87773,0.992765,0.363636,0.454545,0.0,0.272727,0.363636,0.636364,0.090909,0.090909,0.0,-1
-0.432727,-0.517273,0.111818,22.681818,1.68,-0.030909,0.32558,35.454545,6.68005,-0.004924,0.363636,0.909091,0.181818,0.0,0.727273,0.272727,0.181818,0.090909,0.090909,-1
-0.130909,0.15,0.302727,-18.281818,0.074545,-0.126364,0.840209,177.272727,11.150467,4.991202,0.0,0.0,0.454545,0.090909,0.545455,0.454545,0.454545,0.454545,0.0,-1
0.319091,0.351818,0.304545,170.690909,5.053636,-0.61,0.483012,26.363636,12.482373,3.99274,0.181818,0.272727,0.090909,0.363636,0.454545,0.545455,0.363636,0.363636,0.0,-1
0.056364,-0.172727,0.201818,84.054545,3.684545,-0.367273,0.455832,0.0,12.481402,1.99489,0.363636,0.454545,0.0,0.181818,0.454545,0.545455,0.181818,0.181818,0.0,-1
0.308182,-0.040909,0.098182,141.963636,5.532727,-0.715455,0.158149,44.545455,10.843719,1.852722,0.181818,0.363636,0.181818,0.090909,0.363636,0.636364,0.363636,0.272727,0.090909,-1
-0.146364,0.01,0.314545,143.327273,4.18,-0.538182,0.106977,0.0,12.785159,3.994141,0.181818,0.454545,0.0,0.181818,0.545455,0.454545,0.363636,0.363636,0.0,-1
-0.141818,-0.392727,-0.048182,72.272727,2.677273,-0.103636,0.278262,44.545455,3.687377,-1.004746,0.272727,0.727273,0.181818,0.090909,0.545455,0.454545,0.272727,0.090909,0.181818,-1
-0.279091,-0.041818,0.077273,6.036364,1.5,-0.043636,0.161403,35.454545,11.539919,2.032444,0.090909,0.272727,0.090909,0.272727,0.636364,0.363636,0.272727,0.272727,0.0,-1
-0.249091,-0.408182,0.19,1.372727,0.361818,0.120909,0.186288,26.363636,7.696193,0.424819,0.636364,0.727273,0.090909,0.090909,0.636364,0.363636,0.090909,0.090909,0.0,-1
0.09,-0.090909,0.324545,141.509091,4.434545,-0.498182,0.226018,70.909091,12.781557,2.994881,0.272727,0.454545,0.181818,0.090909,0.363636,0.636364,0.272727,0.272727,0.0,-1
-0.141818,-0.355455,-0.094545,89.781818,2.474545,-0.090909,0.222303,61.818182,3.687377,-1.004746,0.181818,0.727273,0.181818,0.090909,0.545455,0.454545,0.272727,0.090909,0.181818,-1
-0.0275,-0.591667,0.216667,127.283333,1.205833,0.03,0.09645,0.0,3.29481,-1.858406,0.916667,0.916667,0.0,0.0,0.5,0.5,0.083333,0.0,0.083333,-1
-0.6075,-0.323333,0.006667,51.033333,-0.125,0.308333,0.237154,114.166667,6.972312,-0.004395,0.333333,0.583333,0.5,0.083333,0.833333,0.166667,0.166667,0.083333,0.083333,-1
-0.241667,0.014167,0.391667,-7.383333,3.230833,-0.366667,0.397206,162.5,12.959581,4.994132,0.166667,0.333333,0.583333,0.0,0.583333,0.416667,0.416667,0.416667,0.0,-1
0.411667,-0.415,-0.295,44.533333,4.234167,-0.446667,0.291544,40.833333,4.076169,-3.964011,0.083333,0.333333,0.166667,0.083333,0.25,0.75,0.583333,0.166667,0.416667,-1
-0.146667,-0.04,0.34,34.191667,3.3,-0.285,0.411286,170.0,12.957434,3.994873,0.166667,0.416667,0.5,0.0,0.5,0.5,0.333333,0.333333,0.0,-1
-0.180833,0.014167,0.08,14.591667,0.1075,0.193333,0.377008,24.166667,10.621395,1.993425,0.25,0.5,0.083333,0.333333,0.666667,0.333333,0.166667,0.166667,0.0,-1
-0.560833,-0.051667,-0.03,51.266667,-0.461667,0.41,0.400777,48.333333,9.87773,0.992765,0.166667,0.5,0.166667,0.333333,0.916667,0.083333,0.083333,0.083333,0.0,-1
0.030833,-0.389167,0.2275,-3.4,3.060833,-0.383333,0.138931,0.0,7.707223,0.463275,0.5,0.666667,0.0,0.083333,0.5,0.5,0.333333,0.25,0.083333,-1
-0.350833,0.103333,0.170833,5.575,1.695833,-0.0725,0.673092,73.333333,12.499774,3.993408,0.083333,0.25,0.25,0.25,0.666667,0.333333,0.333333,0.333333,0.0,-1
0.07,0.3575,0.364167,185.95,4.7975,-0.634167,0.42546,113.333333,13.083794,5.994124,0.0,0.166667,0.333333,0.166667,0.5,0.5,0.5,0.5,0.0,-1
-0.304167,-0.119167,0.3325,113.608333,2.2225,-0.170833,0.308232,122.5,10.850893,2.748494,0.416667,0.416667,0.5,0.083333,0.666667,0.333333,0.333333,0.333333,0.0,-1
-0.274167,-0.185,0.365,36.091667,1.903333,-0.190833,0.317877,121.666667,12.499774,3.993408,0.25,0.5,0.416667,0.0,0.583333,0.416667,0.333333,0.333333,0.0,-1
0.019167,-0.223333,0.293333,-17.491667,4.246667,-0.554167,0.190742,0.0,8.162136,1.423579,0.5,0.666667,0.0,0.083333,0.583333,0.416667,0.333333,0.25,0.083333,-1
-0.560833,-0.275833,0.113333,27.116667,-2.066667,0.6075,0.406493,227.5,10.11,0.994166,0.333333,0.333333,0.583333,0.0,0.75,0.25,0.083333,0.083333,0.0,-1
-0.405833,-0.170833,0.246667,50.241667,0.958333,0.034167,0.202096,162.5,12.490776,2.994149,0.25,0.5,0.583333,0.0,0.666667,0.333333,0.25,0.25,0.0,-1
-0.186667,-0.51,0.111667,25.216667,0.623333,0.185,0.270561,113.333333,6.943251,-0.005127,0.416667,0.666667,0.416667,0.0,0.5,0.5,0.166667,0.083333,0.083333,-1
-0.515,-0.165833,0.255,2.091667,1.11,0.099167,0.445019,186.666667,12.781557,2.994881,0.25,0.5,0.666667,0.0,0.75,0.25,0.25,0.25,0.0,-1
0.046667,-0.265,-0.0625,-4.191667,2.758333,-0.125833,0.269555,40.833333,4.991569,-0.968593,0.25,0.416667,0.166667,0.25,0.5,0.5,0.333333,0.166667,0.166667,-1
-0.281667,-0.285,0.039167,-11.266667,0.0425,0.265833,0.320398,40.833333,5.768941,-0.292463,0.5,0.666667,0.25,0.25,0.75,0.25,0.166667,0.083333,0.083333,-1
-0.156667,-0.056667,-0.103333,36.108333,1.679167,-0.081667,0.318242,40.833333,11.085,0.994898,0.083333,0.416667,0.166667,0.166667,0.666667,0.333333,0.083333,0.083333,0.0,-1
-0.373333,-0.115833,0.3575,-12.058333,2.763333,-0.2,0.44727,154.166667,12.957434,3.994873,0.25,0.5,0.583333,0.0,0.666667,0.333333,0.333333,0.333333,0.0,-1
-0.228333,0.085833,0.353333,49.825,3.825833,-0.414167,0.580981,178.333333,13.08228,4.994865,0.083333,0.333333,0.583333,0.0,0.583333,0.416667,0.416667,0.416667,0.0,-1
-0.266667,-0.609167,0.289167,-16.758333,0.845,0.194167,0.259329,48.333333,8.08716,0.109766,0.5,0.666667,0.166667,0.25,0.583333,0.416667,0.25,0.25,0.0,-1
-0.525,-0.416667,0.093333,13.758333,0.13,0.2625,0.300058,105.833333,6.896547,-0.006528,0.416667,0.666667,0.5,0.083333,0.833333,0.166667,0.166667,0.083333,0.083333,-1
-0.065,-0.368333,0.050833,100.433333,1.813333,-0.0325,0.205981,0.0,5.770324,-0.29033,0.416667,0.75,0.0,0.166667,0.5,0.5,0.166667,0.083333,0.083333,-1
-0.5025,-0.171667,0.219167,49.825,0.294167,0.208333,0.4776,187.5,12.481402,2.033176,0.333333,0.333333,0.666667,0.083333,0.75,0.25,0.25,0.25,0.0,-1
-0.23,0.026667,0.394167,56.9,4.085,-0.4775,0.771838,154.166667,13.08228,4.994865,0.166667,0.416667,0.583333,0.0,0.583333,0.416667,0.416667,0.416667,0.0,-1
0.420833,0.173333,0.318333,151.016667,6.015833,-0.826667,0.444978,24.166667,12.029196,3.992177,0.166667,0.333333,0.083333,0.25,0.333333,0.666667,0.5,0.416667,0.083333,-1
-0.575,-0.421667,0.098333,13.166667,-1.21,0.4725,0.164282,48.333333,4.956209,-0.576574,0.583333,0.833333,0.166667,0.166667,0.916667,0.083333,0.0,0.0,0.0,-1
0.019167,0.091667,0.070833,36.6,1.6425,-0.075,0.379473,65.0,10.434616,2.03031,0.083333,0.25,0.166667,0.333333,0.583333,0.416667,0.25,0.25,0.0,-1
-0.5475,-0.508333,0.136667,-10.433333,-1.311667,0.530833,0.269421,162.5,6.015,-0.005094,0.5,0.666667,0.5,0.0,0.75,0.25,0.0,0.0,0.0,-1
-0.334167,0.1475,0.17,12.65,2.476667,-0.158333,0.673574,73.333333,12.785159,3.994141,0.083333,0.25,0.25,0.25,0.666667,0.333333,0.333333,0.333333,0.0,-1
-0.305,0.043333,0.278333,2.091667,2.446667,-0.155,0.346994,178.333333,12.005831,3.7102,0.166667,0.333333,0.5,0.0,0.666667,0.333333,0.333333,0.333333,0.0,-1
-0.438333,-0.509167,0.283333,45.266667,0.365,0.2575,0.410923,113.333333,11.085,0.994898,0.5,0.75,0.333333,0.0,0.666667,0.333333,0.083333,0.083333,0.0,-1
-0.604167,-0.35,0.026667,25.508333,-0.0525,0.323333,0.32379,105.833333,6.972312,-0.004395,0.333333,0.583333,0.416667,0.083333,0.833333,0.166667,0.166667,0.083333,0.083333,-1
-0.233333,0.02,0.399167,49.825,4.085,-0.450833,0.547518,154.166667,13.08228,4.994865,0.166667,0.416667,0.583333,0.0,0.583333,0.416667,0.416667,0.416667,0.0,-1
-0.173333,0.1225,0.215,45.308333,2.470833,-0.175,0.813825,113.333333,12.785159,3.994141,0.083333,0.333333,0.333333,0.166667,0.583333,0.416667,0.333333,0.333333,0.0,-1
-0.001667,0.2825,0.390833,145.291667,5.435833,-0.6975,0.464079,137.5,13.179139,5.994856,0.0,0.25,0.416667,0.083333,0.5,0.5,0.5,0.5,0.0,-1
0.0375,0.161667,0.363333,22.616667,4.618333,-0.655,0.58647,113.333333,12.961713,5.993391,0.0,0.166667,0.333333,0.083333,0.416667,0.583333,0.5,0.5,0.0,-1
-0.564167,-0.1975,0.085833,87.433333,-0.495,0.310833,0.315579,130.0,8.160959,0.748511,0.25,0.5,0.416667,0.083333,0.833333,0.166667,0.166667,0.166667,0.0,-1
-0.073333,0.029167,0.086667,21.666667,0.469167,0.138333,0.397065,24.166667,10.621395,1.993425,0.25,0.5,0.083333,0.333333,0.583333,0.416667,0.166667,0.166667,0.0,-1
-0.29,0.116667,0.231667,21.825,2.388333,-0.135833,0.46958,178.333333,12.957434,3.994873,0.083333,0.333333,0.583333,0.083333,0.666667,0.333333,0.333333,0.333333,0.0,-1
-0.370833,0.0075,0.268333,9.166667,2.593333,-0.140833,0.106725,154.166667,12.957434,3.994873,0.166667,0.416667,0.583333,0.083333,0.666667,0.333333,0.333333,0.333333,0.0,-1
-0.226667,-0.010833,0.308333,18.141667,2.91,-0.245833,0.395267,170.0,12.480724,3.852536,0.166667,0.416667,0.5,0.0,0.583333,0.416667,0.333333,0.333333,0.0,-1
-0.56,-0.159167,0.031667,18.141667,-1.77,0.550833,0.399963,170.833333,9.749618,0.992032,0.25,0.333333,0.5,0.166667,0.833333,0.166667,0.083333,0.083333,0.0,-1
-0.175833,-0.265,0.013333,40.825,-0.1375,0.358333,0.08294,97.5,5.126509,-1.108436,0.416667,0.416667,0.25,0.166667,0.583333,0.416667,0.166667,0.083333,0.083333,-1
-0.668333,-0.290833,0.106667,20.041667,-2.428333,0.6625,0.379082,227.5,10.11,0.994166,0.333333,0.333333,0.583333,0.0,0.833333,0.166667,0.083333,0.083333,0.0,-1
0.384167,-0.089167,0.313333,-4.983333,4.2575,-0.51,0.164681,0.0,10.209778,2.145136,0.166667,0.166667,0.0,0.5,0.25,0.75,0.666667,0.583333,0.083333,-1
0.018333,-0.105833,0.061667,70.808333,2.655833,-0.136667,0.338271,121.666667,10.928351,1.033884,0.166667,0.25,0.333333,0.166667,0.416667,0.583333,0.333333,0.25,0.083333,-1
-0.286667,0.089167,0.269167,37.3,2.574167,-0.174167,0.428882,162.5,12.957434,3.994873,0.166667,0.333333,0.583333,0.083333,0.666667,0.333333,0.333333,0.333333,0.0,-1
-0.320833,-0.229167,0.239167,41.558333,2.771667,-0.360833,0.291001,40.833333,12.490776,2.994149,0.166667,0.583333,0.166667,0.0,0.666667,0.333333,0.25,0.25,0.0,-1
-0.575,-0.243333,0.24,72.95,0.1025,0.201667,0.322701,155.0,9.111437,1.710216,0.5,0.5,0.583333,0.0,0.833333,0.166667,0.166667,0.166667,0.0,-1
0.138333,-0.28,-0.001667,33.216667,2.895,-0.159167,0.220388,89.166667,6.007524,-0.930307,0.166667,0.5,0.25,0.25,0.416667,0.583333,0.416667,0.25,0.166667,-1
-0.6625,-0.283333,0.085,57.316667,-1.005,0.471667,0.419494,162.5,11.085,0.994898,0.333333,0.583333,0.583333,0.083333,0.833333,0.166667,0.083333,0.083333,0.0,-1
-0.329167,-0.490833,0.311667,-4.983333,0.505833,0.241667,0.130247,121.666667,11.085,0.994898,0.583333,0.666667,0.333333,0.0,0.583333,0.416667,0.083333,0.083333,0.0,-1
-0.1,0.08,0.296667,25.216667,3.6575,-0.450833,0.546758,170.0,12.959581,4.994132,0.0,0.25,0.5,0.0,0.5,0.5,0.416667,0.416667,0.0,-1
-0.221667,-0.295833,0.029167,106.65,1.454167,-0.0625,0.415996,32.5,5.911483,-0.573741,0.416667,0.583333,0.083333,0.0,0.666667,0.333333,0.166667,0.083333,0.083333,-1
-0.626667,-0.445833,-0.009167,2.091667,-1.8325,0.610833,0.253659,195.0,2.995,-1.004916,0.416667,0.5,0.5,0.0,0.833333,0.166667,0.083333,0.0,0.083333,-1
-0.375,-0.03,0.296667,25.216667,2.431667,-0.151667,0.111725,186.666667,12.957434,3.994873,0.166667,0.416667,0.666667,0.0,0.666667,0.333333,0.333333,0.333333,0.0,-1
0.0475,-0.5425,-0.109167,93.2,2.145,-0.071667,0.095103,32.5,2.876338,-3.572848,0.5,0.75,0.083333,0.0,0.5,0.5,0.25,0.0,0.25,-1
-0.503333,-0.1275,0.033333,42.55,-0.664167,0.360833,0.369148,130.0,8.136308,0.705958,0.25,0.5,0.416667,0.166667,0.916667,0.083333,0.083333,0.083333,0.0,-1
-0.3675,-0.326667,0.056667,-14.8,0.944167,0.035833,0.248712,24.166667,5.620369,-0.576404,0.416667,0.75,0.083333,0.083333,0.833333,0.166667,0.166667,0.083333,0.083333,-1
-0.436667,-0.213333,0.188333,72.95,0.620833,0.176667,0.483792,162.5,9.111437,1.710216,0.333333,0.5,0.5,0.0,0.75,0.25,0.166667,0.166667,0.0,-1
-0.306667,0.018333,0.276667,2.091667,2.52,-0.206667,0.433075,170.0,12.005831,3.7102,0.166667,0.416667,0.5,0.0,0.666667,0.333333,0.333333,0.333333,0.0,-1
-0.28,-0.269167,-0.208333,34.983333,1.190833,0.1375,0.474092,130.0,3.749751,-2.003509,0.083333,0.333333,0.333333,0.0,0.666667,0.333333,0.333333,0.083333,0.25,-1
0.035,0.538333,0.093333,90.483333,2.065,-0.1,0.416684,89.166667,12.785159,3.994141,0.0,0.083333,0.25,0.416667,0.666667,0.333333,0.333333,0.333333,0.0,-1
-0.295,0.050833,0.2775,56.9,2.6475,-0.1725,0.128532,154.166667,12.957434,3.994873,0.166667,0.416667,0.583333,0.083333,0.666667,0.333333,0.333333,0.333333,0.0,-1
-0.378333,-0.574167,0.209167,54.816667,-0.271667,0.27,0.218941,48.333333,4.869273,-0.859114,0.75,1.0,0.166667,0.0,0.75,0.25,0.0,0.0,0.0,-1
-0.145833,-0.350833,-0.255,-0.708333,1.675833,-0.016667,0.196982,56.666667,3.554021,-2.004771,0.083333,0.5,0.166667,0.083333,0.583333,0.416667,0.333333,0.083333,0.25,-1
0.5025,0.0125,0.2675,22.016667,4.728333,-0.763333,0.235665,32.5,10.65624,3.990509,0.0,0.25,0.083333,0.166667,0.25,0.75,0.5,0.416667,0.083333,-1
0.185,-0.135,0.228333,118.541667,4.450833,-0.510833,0.135187,89.166667,10.843768,1.891539,0.25,0.333333,0.25,0.083333,0.333333,0.666667,0.416667,0.333333,0.083333,-1
-0.324167,0.065833,0.201667,-10.158333,-0.720833,0.228333,0.394236,162.5,11.032662,3.991943,0.083333,0.083333,0.416667,0.166667,0.666667,0.333333,0.333333,0.333333,0.0,-1
-0.25,-0.333333,-0.109167,98.133333,0.573333,0.1825,0.068888,80.833333,6.015,-0.005094,0.166667,0.666667,0.25,0.083333,0.583333,0.416667,0.0,0.0,0.0,-1
-0.375,-0.03,0.296667,72.95,2.431667,-0.151667,0.569356,186.666667,12.957434,3.994873,0.166667,0.416667,0.666667,0.0,0.666667,0.333333,0.333333,0.333333,0.0,-1
-0.359167,-0.259167,-0.054167,92.658333,0.8625,0.063333,0.226291,8.333333,7.845049,0.033193,0.083333,0.666667,0.083333,0.166667,0.75,0.25,0.083333,0.083333,0.0,-1
-0.390833,-0.224167,0.099167,20.833333,-0.400833,0.261667,0.22246,40.833333,8.133177,0.705225,0.416667,0.583333,0.166667,0.25,0.833333,0.166667,0.083333,0.083333,0.0,-1
-0.433333,-0.193333,0.3425,72.95,1.755833,-0.0975,0.498903,122.5,10.850847,2.710208,0.5,0.5,0.5,0.0,0.75,0.25,0.25,0.25,0.0,-1
-0.491667,-0.17,0.138333,86.858333,1.2975,0.088333,0.384586,65.0,12.481402,1.99489,0.25,0.583333,0.25,0.166667,0.75,0.25,0.166667,0.166667,0.0,-1
-0.145833,0.0775,0.38,18.933333,4.51,-0.6125,0.443794,113.333333,12.304839,4.710191,0.166667,0.416667,0.333333,0.0,0.583333,0.416667,0.416667,0.416667,0.0,-1
-0.650833,-0.3275,0.075833,109.983333,-0.370833,0.353333,0.271429,113.333333,11.085,0.994898,0.25,0.75,0.416667,0.083333,0.833333,0.166667,0.083333,0.083333,0.0,-1
-0.390833,-0.224167,0.099167,20.833333,-0.400833,0.261667,0.22246,40.833333,8.133177,0.705225,0.416667,0.583333,0.166667,0.25,0.833333,0.166667,0.083333,0.083333,0.0,-1
-0.410833,-0.164167,0.1125,109.858333,1.048333,-0.018333,0.363235,56.666667,11.539912,1.994157,0.083333,0.666667,0.166667,0.083333,0.75,0.25,0.166667,0.166667,0.0,-1
-0.635833,-0.4475,-0.0025,18.141667,-1.835833,0.638333,0.359751,203.333333,2.995,-1.004916,0.416667,0.5,0.583333,0.0,0.833333,0.166667,0.083333,0.0,0.083333,-1
-0.23,0.026667,0.394167,72.95,4.085,-0.4775,0.425775,154.166667,13.08228,4.994865,0.166667,0.416667,0.583333,0.0,0.583333,0.416667,0.416667,0.416667,0.0,-1
-0.081667,0.201667,0.41,113.608333,5.22,-0.676667,0.453571,170.0,13.179139,5.994856,0.0,0.25,0.5,0.0,0.5,0.5,0.5,0.5,0.0,-1
0.2525,0.030833,0.509167,63.833333,4.573333,-0.684167,0.378607,8.333333,11.64079,5.105393,0.166667,0.166667,0.083333,0.416667,0.333333,0.666667,0.666667,0.666667,0.0,-1
0.186667,-0.099167,0.083333,15.9,3.625,-0.504167,0.321055,32.5,10.07752,1.990898,0.083333,0.25,0.083333,0.166667,0.416667,0.583333,0.5,0.333333,0.166667,-1
0.018333,-0.145,-0.081667,-9.641667,1.35,0.080833,0.493772,24.166667,5.768941,-0.292463,0.25,0.583333,0.083333,0.333333,0.583333,0.416667,0.166667,0.083333,0.083333,-1
-0.518333,-0.064167,0.085,27.016667,-0.5525,0.46,0.637478,130.0,11.539912,1.994157,0.25,0.25,0.333333,0.25,0.75,0.25,0.166667,0.166667,0.0,-1
0.044167,-0.409167,0.176667,39.5,3.166667,-0.374167,0.131699,0.0,6.766519,-0.536018,0.5,0.666667,0.0,0.083333,0.5,0.5,0.416667,0.25,0.166667,-1
-0.375,-0.03,0.296667,2.091667,2.431667,-0.151667,0.453423,186.666667,12.957434,3.994873,0.166667,0.416667,0.666667,0.0,0.666667,0.333333,0.333333,0.333333,0.0,-1
